mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
39	39	152	152	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1085											
39	39	154	154	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1086											
40	40	156	156	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1087			articStaccatoAbove								
40	40	313/2	313/2	0.375	1/8	1/8	Chord	4/4	1	1	3/32		1/16	3/2	1088										152	
40	40	1255/8	1255/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1089											
40	40	157	157	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1090			articStaccatoAbove								
40	40	315/2	315/2	0.375	3/8	3/8	Chord	4/4	1	1	3/32		1/16	3/2	1091										153	
40	40	1263/8	1263/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1092											
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1093										154	
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1094											
40	40	625/4	625/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1095										155	
40	40	313/2	313/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1096										155	
40	40	627/4	627/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1097											
40	40	157	157	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1098											
40	40	629/4	629/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1099										156	
40	40	315/2	315/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1100										156	
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1101											
40	40	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1102											
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1103											
40	40	156	156	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1104											
40	40	157	157	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1105											
