mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
47	46	183	187	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	864	articStaccatoAbove							
47	46	367/2	375/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	865	articStaccatoAbove							
47	46	180	184	2.0		0	0	Chord	4/4	1	2	1/2	1/2	1	866								
47	46	182	186	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	867								
47	46	365/2	373/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	868								
47	46	183	187	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	869								
47	46	180	184	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	870								125
47	46	181	185	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	871								125
47	46	363/2	371/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	872								
47	46	182	186	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	873	articStaccatoAbove							
47	46	365/2	373/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	874	articStaccatoAbove							
47	46	183	187	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	875	articStaccatoAbove							
47	46	367/2	375/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	876	articStaccatoAbove							
48	47	184	188	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	877								
48	47	369/2	377/2	0.125		1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	878								126
48	47	1477/8	1509/8	0.125		5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	879								126
48	47	739/4	755/4	0.125		3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	880								126
48	47	1479/8	1511/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	881								
48	47	185	189	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	882								
48	47	371/2	379/2	0.125		3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	883								127
48	47	1485/8	1517/8	0.125		13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	884								127
48	47	743/4	759/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	885								127
48	47	1487/8	1519/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	886								
48	47	186	190	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	887								128
48	47	187	191	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	888								
48	47	184	188	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	889								
48	47	369/2	377/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	890								
48	47	185	189	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	891								
48	47	371/2	379/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	892								
48	47	186	190	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	893								129
48	47	187	191	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	894								
48	47	185	189	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	895								
49	48	188	192	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	896								130
49	48	755/4	771/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	897								
49	48	189	193	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	898								
49	48	379/2	387/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	899								
49	48	190	194	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	900								131
49	48	763/4	779/4	0.125		11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	901								131
49	48	1527/8	1559/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	902								
49	48	191	195	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	903								
49	48	188	192	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	904								
49	48	753/4	769/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	905								
49	48	377/2	385/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	906								
49	48	755/4	771/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	907								
49	48	189	193	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	908								
49	48	757/4	773/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	909								
49	48	379/2	387/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	910								
49	48	759/4	775/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	911								
49	48	190	194	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	912								
49	48	761/4	777/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	913								
49	48	381/2	389/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	914								
49	48	763/4	779/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	915								
49	48	191	195	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	916								
49	48	765/4	781/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	917								
49	48	383/2	391/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	918								
49	48	767/4	783/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	919								
50	49	192	196	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	920								132
50	49	771/4	787/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	921								
50	49	193	197	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	922								
50	49	773/4	789/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	923								
50	49	387/2	395/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	924								
50	49	775/4	791/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	925								
50	49	194	198	0.125		1/2	1/2	Chord	4/4	1	1	1/32	1/32	1	926								133
50	49	1553/8	1585/8	0.125		17/32	17/32	Chord	4/4	1	1	1/32	1/32	1	927								133
50	49	777/4	793/4	0.125		9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	928								133
50	49	1555/8	1587/8	0.125		19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	929								133
50	49	389/2	397/2	0.125		5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	930								133
50	49	1557/8	1589/8	0.125		21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	931								133
50	49	779/4	795/4	0.125		11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	932								133
50	49	1559/8	1591/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	933								
50	49	195	199	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	934								
50	49	192	196	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	935								
50	49	769/4	785/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	936								
50	49	385/2	393/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	937								
50	49	771/4	787/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	938								
50	49	193	197	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	939								
50	49	773/4	789/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	940								
50	49	387/2	395/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	941								
50	49	775/4	791/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	942								
50	49	194	198	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	943								
50	49	777/4	793/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	944								
50	49	389/2	397/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	945								
50	49	779/4	795/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	946								
50	49	195	199	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	947								
50	49	781/4	797/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	948								
50	49	391/2	399/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	949								
50	49	783/4	799/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	950								
51	50	785/4	801/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	951								134
51	50	393/2	401/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	952								134
51	50	787/4	803/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	953								134
51	50	197	201	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	954								134
51	50	395/2	403/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	955								
51	50	793/4	809/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	956								135
51	50	397/2	405/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	957								135
51	50	795/4	811/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	958								135
51	50	199	203	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	959								135
51	50	399/2	407/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	960								
51	50	196	200	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	961								
51	50	789/4	805/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	962								
51	50	395/2	403/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	963								
51	50	791/4	807/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	964								
51	50	198	202	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	965								
51	50	797/4	813/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	966								
51	50	399/2	407/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	967								
51	50	799/4	815/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	968								
52	51	801/4	817/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	969								136
52	51	401/2	409/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	970								136
52	51	803/4	819/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	971								136
52	51	201	205	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	972								136
52	51	805/4	821/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	973								136
52	51	403/2	411/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	974								136
52	51	807/4	823/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	975								
52	51	202	206	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	976								137
52	51	203	207	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	977								
52	51	200	204	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	978								
52	51	403/2	411/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	979								
52	51	202	206	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	980								138
52	51	203	207	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	981								
53	52	204	208	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	982								139
53	52	205	209	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	983								139
53	52	821/4	837/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	984								139
53	52	411/2	419/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	985								139
53	52	823/4	839/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	986								
53	52	206	210	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	987								140
53	52	207	211	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	988								140
53	52	829/4	845/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	989								140
53	52	415/2	423/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	990								140
53	52	831/4	847/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	991								
53	52	204	208	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	992								
53	52	817/4	833/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	993								
53	52	409/2	417/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	994								
53	52	819/4	835/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	995								
53	52	205	209	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	996								
53	52	821/4	837/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	997								
53	52	411/2	419/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	998								
53	52	823/4	839/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	999								
53	52	206	210	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	1000								
53	52	825/4	841/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	1001								
53	52	413/2	421/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	1002								
53	52	827/4	843/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1003								
53	52	207	211	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	1004								
53	52	829/4	845/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	1005								
53	52	415/2	423/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	1006								
53	52	831/4	847/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	1007								
54	53	208	212	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1008								141
54	53	833/4	849/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1009								141
54	53	417/2	425/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1010								141
54	53	835/4	851/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1011								
54	53	209	213	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1012								142
54	53	837/4	853/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1013								142
54	53	419/2	427/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1014								142
54	53	839/4	855/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1015								
54	53	210	214	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1016								
54	53	845/4	861/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1017								143
54	53	423/2	431/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1018								143
54	53	847/4	863/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1019								
54	53	208	212	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	1020								
54	53	417/2	425/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1021								
54	53	209	213	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1022								
54	53	419/2	427/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1023								
54	53	210	214	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	1024								144
54	53	841/4	857/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	1025								
54	53	421/2	429/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	1026	articStaccatoAbove							
54	53	843/4	859/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1027	articStaccatoAbove							
54	53	211	215	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1028								
55	54	212	216	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1029								
55	54	853/4	869/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1030								145
55	54	427/2	435/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1031								145
55	54	855/4	871/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1032								
55	54	214	218	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1033								
55	54	861/4	877/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1034								146
55	54	431/2	439/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1035								146
55	54	863/4	879/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1036								
55	54	212	216	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	1037								147
55	54	849/4	865/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	1038								
55	54	425/2	433/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	1039	articStaccatoBelow							
55	54	851/4	867/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1040	articStaccatoBelow							
55	54	213	217	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1041								
55	54	214	218	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	1042								148
55	54	857/4	873/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	1043								
55	54	429/2	437/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	1044	articStaccatoBelow							
55	54	859/4	875/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1045	articStaccatoBelow							
55	54	215	219	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1046								
56	55	216	220	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	1047								149
56	55	218	222	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1048								
56	55	216	220	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	1049								150
56	55	218	222	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1050								
