mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur	Trill:trill	crescendo_line
248	247	739	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1448								
248	247	739	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1449								
249	248	742	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1450								
249	248	744	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f							
249	248	744	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	1451								
249	248	744	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1452								
249	248	1489/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1453								
249	248	2979/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1454								
249	248	742	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1455								
250	249	745	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1456								
250	249	746	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1457								
250	249	747	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1458								
250	249	745	0.0	0	0	Dynamic	3/4	2	1	0						f							
250	249	745	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1459								
250	249	746	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1460								
250	249	747	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1461								
250	249	745	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1462								
250	249	1491/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1463								
250	249	746	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1464								
250	249	1493/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1465								
250	249	747	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1466								
250	249	1495/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1467								
251	250	748	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1468								
251	250	750	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	1469								
251	250	750	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1470								
251	250	1501/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1471								
251	250	3003/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1472								
251	250	748	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1473								
251	250	749	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1474								
251	250	750	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1475								
251	250	748	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1476								
251	250	1497/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1477								
251	250	749	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1478								
251	250	1499/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1479								
251	250	750	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1480								
251	250	1501/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1481								
252	251	751	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1482								
252	251	752	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1483								
252	251	753	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1484								
252	251	751	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1485								
252	251	752	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1486								
252	251	753	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1487								
252	251	751	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1488								
252	251	1503/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1489								
252	251	752	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1490								
252	251	1505/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1491								
252	251	753	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1492								
252	251	1507/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1493								
253	252	754	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1494								
253	252	756	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	1495								
253	252	756	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1496								
253	252	1513/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1497								
253	252	3027/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1498								
253	252	754	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1499								
253	252	755	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1500								
253	252	756	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1501								
253	252	754	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1502								
253	252	1509/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1503								
253	252	755	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1504								
253	252	1511/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1505								
253	252	756	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1506								
253	252	1513/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1507								
254	253	757	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1508								
254	253	758	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1509		articStaccatoBelow						
254	253	759	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1510		articStaccatoAbove						
255	254	760	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1511								
255	254	761	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1512		articStaccatoBelow						
255	254	762	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1513		articStaccatoAbove						
256	255	764	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1514								
256	255	765	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1515								
256	255	763	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1516								
257	256	766	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1517								
257	256	766	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1518								
259	258	772	0.0	0	0	Dynamic	3/4	1	1	0						p							
259	258	772	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1519						166		
260	259	775	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1520								
260	259	775	0.0	0	0	Dynamic	3/4	2	1	0						p							
260	259	775	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1521								
261	260	778	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	1522								
261	260	1559/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1523								
261	260	780	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1524								
261	260	778	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1525						167		
261	260	780	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1526								
262	261	781	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	1527								
262	261	781	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1528								
262	261	782	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1529								
262	261	783	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1530								
262	261	781	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1531								
262	261	782	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1532								
262	261	783	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1533								
263	262	784	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1534								
263	262	786	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f							
263	262	786	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	1535								
263	262	786	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1536								
263	262	1573/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1537								
263	262	3147/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1538								
263	262	784	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1539								
264	263	787	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1540								
264	263	788	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1541								
264	263	789	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1542								
264	263	787	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1543								
264	263	788	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1544								
264	263	789	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1545								
264	263	787	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1546								
264	263	1575/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1547								
264	263	788	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1548								
264	263	1577/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1549								
264	263	789	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1550								
264	263	1579/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1551								
265	264	790	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1552								
265	264	792	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	1553								
265	264	792	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1554								
265	264	1585/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1555								
265	264	3171/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1556								
265	264	790	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1557								
265	264	791	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1558								
265	264	792	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1559								
265	264	790	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1560								
265	264	1581/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1561								
265	264	791	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1562								
265	264	1583/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1563								
265	264	792	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1564								
265	264	1585/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1565								
266	265	793	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1566								
266	265	794	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1567								
266	265	795	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1568								
266	265	793	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1569								
266	265	794	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1570								
266	265	795	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1571								
266	265	793	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1572								
266	265	1587/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1573								
266	265	794	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1574								
266	265	1589/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1575								
266	265	795	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1576								
266	265	1591/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1577								
267	266	796	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1578								
267	266	798	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	1579								
267	266	798	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1580								
267	266	1597/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1581								
267	266	3195/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1582								
267	266	796	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1583								
267	266	797	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1584								
267	266	798	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1585								
267	266	796	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1586								
267	266	1593/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1587								
267	266	797	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1588								
267	266	1595/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1589								
267	266	798	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1590								
267	266	1597/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1591								
268	267	799	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1592								
268	267	800	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1593		articStaccatoBelow						
268	267	801	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1594		articStaccatoAbove						
269	268	802	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1595								
269	268	803	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1596		articStaccatoBelow						
269	268	804	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1597		articStaccatoAbove						
270	269	806	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1598								
270	269	807	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1599								
270	269	805	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1600								
271	270	808	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1601								
271	270	808	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1602								
273	272	815	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1603								
273	272	816	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1604								
273	272	814	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1605								
273	272	815	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1606								
273	272	816	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1607								
274	273	817	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1608								
274	273	817	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1609								
276	275	823	0.0	0	0	Dynamic	3/4	2	1	0						p							
276	275	823	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1610						168		
276	275	824	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1611						168		
276	275	825	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1612						168		
277	276	826	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1613						168		
277	276	827	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1614						168		
277	276	828	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1615								
278	277	829	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1616								
278	277	829	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1617						169		
278	277	830	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1618						169		
278	277	831	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1619						169		
279	278	832	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1620								
279	278	1669/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1621								
279	278	832	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1622						169		
279	278	833	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1623						169		
279	278	834	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1624								
280	279	835	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1625						170		
280	279	837	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1626								
280	279	835	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1627						171		
280	279	836	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1628						171		
280	279	837	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1629						171		
281	280	1681/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1630								
281	280	838	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1631						171		
281	280	839	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1632						171		
281	280	840	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1633								
282	281	841	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1634						172		
282	281	843	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1635								
282	281	841	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1636						173		
282	281	842	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1637						173		
282	281	843	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1638						173		
283	282	1693/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1639								
283	282	844	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1640						173		
283	282	845	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1641						173		
283	282	846	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1642								
284	283	847	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1643						174		
284	283	849	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1644								
284	283	847	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1645						175		
284	283	848	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1646						175		
284	283	849	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1647						175		
285	284	1705/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1648								
285	284	850	0.0	0	0	Spanner	3/4	2	1	0											175		4
285	284	850	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1649						175		4
285	284	851	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1650						175		4
285	284	852	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1651								4
286	285	853	0.0	0	0	Dynamic	3/4	1	1	0						f							
286	285	853	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1652								
286	285	853	0.0	0	0	Dynamic	3/4	2	1	0						f							
286	285	853	0.0	0	0	Spanner	3/4	2	1	0													
286	285	853	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1653						176		
286	285	854	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1654						176		
286	285	855	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1655						176		
287	286	856	0.0	0	0	Spanner	3/4	1	1	0												0	
287	286	856	0.0	0	0	Chord	3/4	1	1	0	grace32after		1/32	1	1656							0	
287	286	856	0.0	0	0	Chord	3/4	1	1	0	grace32after		1/32	1	1657							0	
287	286	856	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1658							0	
287	286	856	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1659						176		
287	286	857	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1660						176		
287	286	858	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1661								
288	287	859	0.0	0	0	Spanner	3/4	1	1	0													
288	287	859	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1662						177		
288	287	1719/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p					177		
288	287	1719/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1663						177		
288	287	860	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1664						177		
288	287	1721/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1665						177		
288	287	861	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1666						177		
288	287	1723/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1667						177		
288	287	859	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1668								
289	288	862	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1669						177		
289	288	1725/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1670						177		
289	288	863	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1671						177		
289	288	1727/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1672						177		
289	288	864	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1673						177		
289	288	1729/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1674								
289	288	862	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1675						178		
289	288	863	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1676						178		
289	288	864	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1677								
290	289	865	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1678						179		
290	289	1731/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1679						179		
290	289	866	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1680						179		
290	289	1733/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1681						179		
290	289	867	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1682						179		
290	289	1735/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1683								
290	289	865	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1684								
291	290	868	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1685						180		
291	290	1737/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1686						180		
291	290	869	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1687						180		
291	290	1739/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1688						180		
291	290	870	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1689						180		
291	290	1741/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1690						180		
291	290	868	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1691						181		
291	290	869	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1692						181		
291	290	870	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1693								
292	291	871	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1694						180		
292	291	1743/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1695						180		
292	291	872	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1696						180		
292	291	1745/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1697						180		
292	291	873	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1698						180		
292	291	1747/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1699								
292	291	871	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1700								
293	292	874	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1701						182		
293	292	1749/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1702						182		
293	292	875	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1703						182		
293	292	1751/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1704						182		
293	292	876	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1705						182		
293	292	1753/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1706								
293	292	874	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1707						183		
293	292	875	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1708						183		
293	292	876	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1709								
294	293	877	0.0	0	0	Dynamic	3/4	1	1	0						f							
294	293	877	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1710						184		
294	293	1755/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1711						184		
294	293	878	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1712						184		
294	293	1757/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1713						184		
294	293	879	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1714						184		
294	293	1759/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1715						184		
294	293	877	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1716								
295	294	880	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1717						184		
295	294	1761/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1718						184		
295	294	881	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1719						184		
295	294	1763/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1720						184		
295	294	882	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1721						184		
295	294	1765/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1722								
295	294	880	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1723								
296	295	883	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1724						185		
296	295	1767/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1725						185		
296	295	884	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1726						185		
296	295	1769/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1727						185		
296	295	885	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1728						185		
296	295	1771/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1729						185		
296	295	883	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1730								
297	296	886	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1731						185		
297	296	1773/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1732						185		
297	296	887	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1733						185		
297	296	1775/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1734						185		
297	296	888	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1735						185		
297	296	1777/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1736								
297	296	886	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1737								
298	297	889	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1738						186		
298	297	1779/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1739						186		
298	297	890	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1740						186		
298	297	1781/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1741						186		
298	297	891	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1742						186		
298	297	1783/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1743								
298	297	889	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1744								
299	298	892	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1745						187		
299	298	1785/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1746						187		
299	298	893	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1747						187		
